drug_idx	drug_name	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127
50	HG6-64-1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	1
51	I-BET-762	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1
52	Idelalisib	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
53	IOX2	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
54	IPA-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
55	JQ1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1
56	JW-7-24-1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1
57	KIN001-266	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1
58	KIN001-270	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0
59	KU-55933	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0
60	Lenalidomide	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
61	Lestaurtinib	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1
62	LFM-A13	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
63	Linifanib	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1
64	Linsitinib	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0
65	Masitinib	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1
66	Methotrexate	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1
67	Midostaurin	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1
68	MK-2206	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0
69	Motesanib	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
70	Navitoclax	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1
71	NG-25	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1
72	Nilotinib	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1
73	NPK76-II-72-1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1
74	NSC-207895	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0
75	NVP-BHG712	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1
76	Obatoclax Mesylate	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1
77	Olaparib	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1
78	OSI-930	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1
79	Palbociclib	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
80	Pazopanib	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0
81	PD173074	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1
82	Pelitinib	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1
83	PFI-1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1
84	PFI-3	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0
85	PHA-793887	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1
86	Phenformin	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	PI-103	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1
88	PLX-4720	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1
89	Ponatinib	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1
90	QL-X-138	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1
91	QL-XII-47	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1
92	QS11	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0
93	Quizartinib	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1
94	RO-3306	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1
95	Rucaparib	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
96	Ruxolitinib	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
97	SB505124	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
98	SB590885	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1
99	Selisistat	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0
100	Selumetinib	1	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0
